,duration,orig_bytes,resp_bytes,missed_bytes,orig_pkts,orig_ip_bytes,resp_pkts,resp_ip_bytes
53853,3.154225,0.0,0.0,0.0,3.0,180.0,0.0,0.0
53856,300.426372,146.0,775.0,0.0,11.0,606.0,5.0,987.0
53857,3.136008,0.0,0.0,0.0,3.0,180.0,0.0,0.0
53858,3.136513,0.0,0.0,0.0,3.0,180.0,0.0,0.0
53860,5.005152,78.0,0.0,0.0,2.0,134.0,0.0,0.0
53861,0.401256,0.0,0.0,0.0,1.0,60.0,1.0,40.0
53862,3.115263,0.0,0.0,0.0,3.0,180.0,0.0,0.0
53864,3.08904,0.0,0.0,0.0,3.0,180.0,0.0,0.0
53866,2.503552,86.0,86.0,0.0,2.0,142.0,2.0,142.0
53870,0.049472,0.0,0.0,0.0,1.0,60.0,1.0,40.0
53872,3.139494,0.0,0.0,0.0,3.0,180.0,0.0,0.0
53873,3.100773,0.0,0.0,0.0,3.0,180.0,0.0,0.0
53874,3.127191,0.0,0.0,0.0,3.0,180.0,0.0,0.0
53875,3.123955,0.0,0.0,0.0,3.0,180.0,0.0,0.0
53876,3.144452,0.0,0.0,0.0,3.0,180.0,0.0,0.0
53882,3.136467,0.0,0.0,0.0,3.0,180.0,0.0,0.0
53884,3.122464,0.0,0.0,0.0,3.0,180.0,0.0,0.0
53885,3.135016,0.0,0.0,0.0,3.0,180.0,0.0,0.0
53886,1.090134,67.0,233.0,0.0,7.0,439.0,6.0,553.0
53887,3.134488,0.0,0.0,0.0,3.0,180.0,0.0,0.0
53891,3.134993,0.0,0.0,0.0,3.0,180.0,0.0,0.0
53892,2.582754,0.0,0.0,0.0,2.0,120.0,1.0,40.0
53893,0.075953,48.0,48.0,0.0,1.0,76.0,1.0,76.0
53895,0.217378,48.0,48.0,0.0,1.0,76.0,1.0,76.0
53896,3.093967,0.0,0.0,0.0,3.0,180.0,0.0,0.0
53903,3.143997,0.0,0.0,0.0,3.0,180.0,0.0,0.0
53904,3.144707,0.0,0.0,0.0,3.0,180.0,0.0,0.0
53905,3.10124,0.0,0.0,0.0,3.0,180.0,0.0,0.0
53907,3.107954,0.0,0.0,0.0,3.0,180.0,0.0,0.0
53909,3.146279,0.0,0.0,0.0,3.0,180.0,0.0,0.0
53910,3.102232,0.0,0.0,0.0,3.0,180.0,0.0,0.0
53912,3.105527,0.0,0.0,0.0,3.0,180.0,0.0,0.0
53913,3.146185,0.0,0.0,0.0,3.0,180.0,0.0,0.0
53915,3.152175,0.0,0.0,0.0,3.0,180.0,0.0,0.0
53916,3.158015,0.0,0.0,0.0,3.0,180.0,0.0,0.0
53917,0.325056,0.0,0.0,0.0,1.0,40.0,1.0,40.0
53922,51.997137,954.0,0.0,0.0,9.0,1206.0,0.0,0.0
53924,3.089736,0.0,0.0,0.0,3.0,180.0,0.0,0.0
53929,3.119477,0.0,0.0,0.0,3.0,180.0,0.0,0.0
53930,0.005994,29.0,45.0,0.0,1.0,57.0,1.0,73.0
53932,3.152207,0.0,0.0,0.0,3.0,180.0,0.0,0.0
53933,0.338064,0.0,0.0,0.0,1.0,40.0,1.0,40.0
53934,3.155979,0.0,0.0,0.0,3.0,180.0,0.0,0.0
53939,3.089986,0.0,0.0,0.0,3.0,180.0,0.0,0.0
53940,3.133496,0.0,0.0,0.0,3.0,180.0,0.0,0.0
53941,3.087014,0.0,0.0,0.0,3.0,180.0,0.0,0.0
53942,3.090943,0.0,0.0,0.0,3.0,180.0,0.0,0.0
53944,3.096454,0.0,0.0,0.0,3.0,180.0,0.0,0.0
53945,0.008487,48.0,48.0,0.0,1.0,76.0,1.0,76.0
53946,3.127415,0.0,0.0,0.0,3.0,180.0,0.0,0.0
53951,3.148492,0.0,0.0,0.0,3.0,180.0,0.0,0.0
53957,3.112521,0.0,0.0,0.0,3.0,180.0,0.0,0.0
53961,3.110513,0.0,0.0,0.0,3.0,180.0,0.0,0.0
53962,3.108718,0.0,0.0,0.0,3.0,180.0,0.0,0.0
53963,3.137487,0.0,0.0,0.0,3.0,180.0,0.0,0.0
53964,20.749674,96.0,0.0,0.0,2.0,152.0,0.0,0.0
53968,59.071772,3000.0,0.0,0.0,10.0,3280.0,0.0,0.0
53971,3.104498,0.0,0.0,0.0,3.0,180.0,0.0,0.0
53973,3.108505,0.0,0.0,0.0,3.0,180.0,0.0,0.0
53975,3.143174,0.0,0.0,0.0,3.0,180.0,0.0,0.0
53979,3.111731,0.0,0.0,0.0,3.0,180.0,0.0,0.0
53980,3.086283,0.0,0.0,0.0,3.0,180.0,0.0,0.0
53984,3.109971,0.0,0.0,0.0,3.0,180.0,0.0,0.0
53985,3.14122,0.0,0.0,0.0,3.0,180.0,0.0,0.0
53988,0.004748,45.0,45.0,0.0,1.0,73.0,1.0,73.0
53990,300.124925,292.0,775.0,0.0,8.0,632.0,6.0,1027.0
53992,3.09074,0.0,0.0,0.0,3.0,180.0,0.0,0.0
53993,3.143523,0.0,0.0,0.0,3.0,180.0,0.0,0.0
53995,3.102714,0.0,0.0,0.0,3.0,180.0,0.0,0.0
53996,3.13175,0.0,0.0,0.0,3.0,180.0,0.0,0.0
53997,3.090708,0.0,0.0,0.0,3.0,180.0,0.0,0.0
53999,3.124189,0.0,0.0,0.0,3.0,180.0,0.0,0.0
54000,0.305076,0.0,0.0,0.0,2.0,80.0,2.0,80.0
54001,3.155203,0.0,0.0,0.0,3.0,180.0,0.0,0.0
54002,3.135002,0.0,0.0,0.0,3.0,180.0,0.0,0.0
54003,3.096733,0.0,0.0,0.0,3.0,180.0,0.0,0.0
54004,3.087791,0.0,0.0,0.0,3.0,180.0,0.0,0.0
54006,1.092879,67.0,233.0,0.0,7.0,439.0,6.0,553.0
54009,3.081476,0.0,0.0,0.0,3.0,180.0,0.0,0.0
54011,3.102506,0.0,0.0,0.0,3.0,180.0,0.0,0.0
54012,3.096233,0.0,0.0,0.0,3.0,180.0,0.0,0.0
54015,3.108012,0.0,0.0,0.0,3.0,180.0,0.0,0.0
54017,3.156442,0.0,0.0,0.0,3.0,180.0,0.0,0.0
54018,3.126263,0.0,0.0,0.0,3.0,180.0,0.0,0.0
54019,3.095691,0.0,0.0,0.0,3.0,180.0,0.0,0.0
54021,3.141183,0.0,0.0,0.0,3.0,180.0,0.0,0.0
54022,3.111213,0.0,0.0,0.0,3.0,180.0,0.0,0.0
54024,3.123972,0.0,0.0,0.0,3.0,180.0,0.0,0.0
54030,3.134,0.0,0.0,0.0,3.0,180.0,0.0,0.0
54033,0.012046,46.0,62.0,0.0,1.0,74.0,1.0,90.0
54034,3.085237,0.0,0.0,0.0,3.0,180.0,0.0,0.0
54037,3.155982,0.0,0.0,0.0,3.0,180.0,0.0,0.0
54041,3.15917,0.0,0.0,0.0,3.0,180.0,0.0,0.0
54042,3.155697,0.0,0.0,0.0,3.0,180.0,0.0,0.0
54044,3.08572,0.0,0.0,0.0,3.0,180.0,0.0,0.0
54045,3.092018,0.0,0.0,0.0,3.0,180.0,0.0,0.0
54048,3.131737,0.0,0.0,0.0,3.0,180.0,0.0,0.0
54049,3.104729,0.0,0.0,0.0,3.0,180.0,0.0,0.0
54051,3.084982,0.0,0.0,0.0,3.0,180.0,0.0,0.0
54059,1.099872,67.0,233.0,0.0,7.0,439.0,6.0,553.0
54060,3.119248,0.0,0.0,0.0,3.0,180.0,0.0,0.0
54065,3.129823,0.0,0.0,0.0,3.0,180.0,0.0,0.0
54066,3.110257,0.0,0.0,0.0,3.0,180.0,0.0,0.0
54067,3.131976,0.0,0.0,0.0,3.0,180.0,0.0,0.0
54070,3.107248,0.0,0.0,0.0,3.0,180.0,0.0,0.0
54071,3.143492,0.0,0.0,0.0,3.0,180.0,0.0,0.0
54072,3.151209,0.0,0.0,0.0,3.0,180.0,0.0,0.0
54075,3.113963,0.0,0.0,0.0,3.0,180.0,0.0,0.0
54077,3.118475,0.0,0.0,0.0,3.0,180.0,0.0,0.0
54078,3.083717,0.0,0.0,0.0,3.0,180.0,0.0,0.0
54079,3.13695,0.0,0.0,0.0,3.0,180.0,0.0,0.0
54080,3.089031,0.0,0.0,0.0,3.0,180.0,0.0,0.0
54088,3.133254,0.0,0.0,0.0,3.0,180.0,0.0,0.0
54090,3.092997,0.0,0.0,0.0,3.0,180.0,0.0,0.0
54094,3.106007,0.0,0.0,0.0,3.0,180.0,0.0,0.0
54097,3.117971,0.0,0.0,0.0,3.0,180.0,0.0,0.0
54098,0.041722,48.0,48.0,0.0,1.0,76.0,1.0,76.0
54101,3.113455,0.0,0.0,0.0,3.0,180.0,0.0,0.0
54102,10.030032,288.0,288.0,0.0,6.0,456.0,6.0,456.0
54103,3.082066,0.0,0.0,0.0,3.0,180.0,0.0,0.0
54104,3.137179,0.0,0.0,0.0,3.0,180.0,0.0,0.0
54105,3.132932,0.0,0.0,0.0,3.0,180.0,0.0,0.0
54108,3.12748,0.0,0.0,0.0,3.0,180.0,0.0,0.0
54109,34.999078,318.0,0.0,0.0,3.0,402.0,0.0,0.0
54111,5.038375,78.0,103.0,0.0,2.0,134.0,1.0,131.0
54112,3.121706,0.0,0.0,0.0,3.0,180.0,0.0,0.0
54114,3.119983,0.0,0.0,0.0,3.0,180.0,0.0,0.0
54117,3.100686,0.0,0.0,0.0,3.0,180.0,0.0,0.0
54118,27.999566,206.0,0.0,0.0,2.0,262.0,0.0,0.0
54119,3.082027,0.0,0.0,0.0,3.0,180.0,0.0,0.0
54120,3.121266,0.0,0.0,0.0,3.0,180.0,0.0,0.0
54121,3.095989,0.0,0.0,0.0,3.0,180.0,0.0,0.0
54123,0.011744,0.0,0.0,0.0,4.0,172.0,2.0,92.0
54125,3.093711,0.0,0.0,0.0,3.0,180.0,0.0,0.0
54128,3.093529,0.0,0.0,0.0,3.0,180.0,0.0,0.0
54131,3.155422,0.0,0.0,0.0,3.0,180.0,0.0,0.0
54134,3.111522,0.0,0.0,0.0,3.0,180.0,0.0,0.0
54137,3.105267,0.0,0.0,0.0,3.0,180.0,0.0,0.0
54138,3.156913,0.0,0.0,0.0,3.0,180.0,0.0,0.0
54141,0.012144,48.0,48.0,0.0,1.0,76.0,1.0,76.0
54143,3.107495,0.0,0.0,0.0,3.0,180.0,0.0,0.0
54144,3.123924,0.0,0.0,0.0,3.0,180.0,0.0,0.0
54146,3.141473,0.0,0.0,0.0,3.0,180.0,0.0,0.0
54147,3.122015,0.0,0.0,0.0,3.0,180.0,0.0,0.0
54148,3.105491,0.0,0.0,0.0,3.0,180.0,0.0,0.0
54150,3.130199,0.0,0.0,0.0,3.0,180.0,0.0,0.0
54153,3.106792,0.0,0.0,0.0,3.0,180.0,0.0,0.0
54156,3.151489,0.0,0.0,0.0,3.0,180.0,0.0,0.0
54157,1.6e-05,84.0,0.0,0.0,2.0,140.0,0.0,0.0
54158,3.114179,0.0,0.0,0.0,3.0,180.0,0.0,0.0
54159,3.098012,0.0,0.0,0.0,3.0,180.0,0.0,0.0
54160,3.155705,0.0,0.0,0.0,3.0,180.0,0.0,0.0
54161,3.132484,0.0,0.0,0.0,3.0,180.0,0.0,0.0
54162,3.15427,0.0,0.0,0.0,3.0,180.0,0.0,0.0
54165,3.128981,0.0,0.0,0.0,3.0,180.0,0.0,0.0
54166,3.092776,0.0,0.0,0.0,3.0,180.0,0.0,0.0
54169,3.152656,0.0,0.0,0.0,3.0,180.0,0.0,0.0
54172,0.021482,48.0,48.0,0.0,1.0,76.0,1.0,76.0
54173,3.106195,0.0,0.0,0.0,3.0,180.0,0.0,0.0
54177,3.083528,0.0,0.0,0.0,3.0,180.0,0.0,0.0
54178,3.148002,0.0,0.0,0.0,3.0,180.0,0.0,0.0
54182,3.082996,0.0,0.0,0.0,3.0,180.0,0.0,0.0
54183,3.139949,0.0,0.0,0.0,3.0,180.0,0.0,0.0
54184,3.094488,0.0,0.0,0.0,3.0,180.0,0.0,0.0
54186,3.121493,0.0,0.0,0.0,3.0,180.0,0.0,0.0
54187,3.143175,0.0,0.0,0.0,3.0,180.0,0.0,0.0
54189,3.119233,0.0,0.0,0.0,3.0,180.0,0.0,0.0
54190,3.158493,0.0,0.0,0.0,3.0,180.0,0.0,0.0
54191,1.017674,52.0,124.0,0.0,5.0,320.0,4.0,328.0
54192,3.097217,0.0,0.0,0.0,3.0,180.0,0.0,0.0
54195,0.22584,0.0,0.0,0.0,2.0,80.0,2.0,80.0
54197,3.110744,0.0,0.0,0.0,3.0,180.0,0.0,0.0
54198,3.087454,0.0,0.0,0.0,3.0,180.0,0.0,0.0
54199,35.005568,318.0,0.0,0.0,3.0,402.0,0.0,0.0
54201,0.081954,45.0,45.0,0.0,1.0,73.0,1.0,73.0
54202,3.115456,0.0,0.0,0.0,3.0,180.0,0.0,0.0
54204,0.025304,0.0,0.0,0.0,4.0,216.0,2.0,112.0
54206,3.145502,0.0,0.0,0.0,3.0,180.0,0.0,0.0
54207,3.09926,0.0,0.0,0.0,3.0,180.0,0.0,0.0
54208,3.152997,0.0,0.0,0.0,3.0,180.0,0.0,0.0
54210,3.128739,0.0,0.0,0.0,3.0,180.0,0.0,0.0
54212,3.104965,0.0,0.0,0.0,3.0,180.0,0.0,0.0
54213,3.101498,0.0,0.0,0.0,3.0,180.0,0.0,0.0
54214,3.146436,0.0,0.0,0.0,3.0,180.0,0.0,0.0
54217,3.131454,0.0,0.0,0.0,3.0,180.0,0.0,0.0
54219,3.09376,0.0,0.0,0.0,3.0,180.0,0.0,0.0
54220,3.089248,0.0,0.0,0.0,3.0,180.0,0.0,0.0
54223,3.093718,0.0,0.0,0.0,3.0,180.0,0.0,0.0
54230,3.14893,0.0,0.0,0.0,3.0,180.0,0.0,0.0
54232,33.995381,318.0,0.0,0.0,3.0,402.0,0.0,0.0
54234,3.119732,0.0,0.0,0.0,3.0,180.0,0.0,0.0
54236,3.116513,0.0,0.0,0.0,3.0,180.0,0.0,0.0
54241,0.000999,29.0,45.0,0.0,1.0,57.0,1.0,73.0
54242,3.1035,0.0,0.0,0.0,3.0,180.0,0.0,0.0
54244,3.108745,0.0,0.0,0.0,3.0,180.0,0.0,0.0
54245,3.091455,0.0,0.0,0.0,3.0,180.0,0.0,0.0
54253,3.082735,0.0,0.0,0.0,3.0,180.0,0.0,0.0
54254,3.14374,0.0,0.0,0.0,3.0,180.0,0.0,0.0
54255,0.129678,48.0,48.0,0.0,1.0,76.0,1.0,76.0
54256,3.135709,0.0,0.0,0.0,3.0,180.0,0.0,0.0
54258,1.100107,67.0,233.0,0.0,7.0,439.0,7.0,605.0
54260,3.126213,0.0,0.0,0.0,3.0,180.0,0.0,0.0
54262,3.102934,0.0,0.0,0.0,3.0,180.0,0.0,0.0
54265,3.11179,0.0,0.0,0.0,3.0,180.0,0.0,0.0
54266,0.25834,0.0,0.0,0.0,1.0,40.0,1.0,40.0
54267,0.015994,96.0,96.0,0.0,2.0,152.0,2.0,152.0
54269,28.470004,80.0,0.0,0.0,4.0,304.0,0.0,0.0
54270,3.109699,0.0,0.0,0.0,3.0,180.0,0.0,0.0
54271,3.126967,0.0,0.0,0.0,3.0,180.0,0.0,0.0
54272,3.155932,0.0,0.0,0.0,3.0,180.0,0.0,0.0
54275,3.10872,0.0,0.0,0.0,3.0,180.0,0.0,0.0
54276,3.154695,0.0,0.0,0.0,3.0,180.0,0.0,0.0
54277,3.141461,0.0,0.0,0.0,3.0,180.0,0.0,0.0
54279,3.142716,0.0,0.0,0.0,3.0,180.0,0.0,0.0
54281,3.12895,0.0,0.0,0.0,3.0,180.0,0.0,0.0
54284,3.155431,0.0,0.0,0.0,3.0,180.0,0.0,0.0
54285,0.00225,48.0,48.0,0.0,1.0,76.0,1.0,76.0
54286,3.145709,0.0,0.0,0.0,3.0,180.0,0.0,0.0
54287,3.142471,0.0,0.0,0.0,3.0,180.0,0.0,0.0
54288,3.116485,0.0,0.0,0.0,3.0,180.0,0.0,0.0
54289,3.156163,0.0,0.0,0.0,3.0,180.0,0.0,0.0
54293,3.160257,0.0,0.0,0.0,3.0,180.0,0.0,0.0
54296,3.15018,0.0,0.0,0.0,3.0,180.0,0.0,0.0
54297,3.144253,0.0,0.0,0.0,3.0,180.0,0.0,0.0
54299,0.233618,48.0,48.0,0.0,1.0,76.0,1.0,76.0
54303,0.007503,96.0,96.0,0.0,2.0,152.0,2.0,152.0
54306,2.113048,67.0,233.0,0.0,8.0,511.0,8.0,657.0
54309,3.135989,0.0,0.0,0.0,3.0,180.0,0.0,0.0
54310,3.113998,0.0,0.0,0.0,3.0,180.0,0.0,0.0
54313,3.083009,0.0,0.0,0.0,3.0,180.0,0.0,0.0
54315,3.110495,0.0,0.0,0.0,3.0,180.0,0.0,0.0
54319,3.106752,0.0,0.0,0.0,3.0,180.0,0.0,0.0
54320,3.126441,0.0,0.0,0.0,3.0,180.0,0.0,0.0
54322,3.155228,0.0,0.0,0.0,3.0,180.0,0.0,0.0
54323,3.142467,0.0,0.0,0.0,3.0,180.0,0.0,0.0
54324,3.129197,0.0,0.0,0.0,3.0,180.0,0.0,0.0
54326,3.093694,0.0,0.0,0.0,3.0,180.0,0.0,0.0
54328,3.105015,0.0,0.0,0.0,3.0,180.0,0.0,0.0
54330,3.133968,0.0,0.0,0.0,3.0,180.0,0.0,0.0
54333,3.083265,0.0,0.0,0.0,3.0,180.0,0.0,0.0
54336,3.148992,0.0,0.0,0.0,3.0,180.0,0.0,0.0
54337,3.097734,0.0,0.0,0.0,3.0,180.0,0.0,0.0
54338,3.121226,0.0,0.0,0.0,3.0,180.0,0.0,0.0
54339,0.030456,48.0,48.0,0.0,1.0,76.0,1.0,76.0
54341,5.014394,78.0,0.0,0.0,2.0,134.0,0.0,0.0
54342,0.092442,48.0,48.0,0.0,1.0,76.0,1.0,76.0
54344,3.141924,0.0,0.0,0.0,3.0,180.0,0.0,0.0
54346,3.137729,0.0,0.0,0.0,3.0,180.0,0.0,0.0
54349,3.143718,0.0,0.0,0.0,3.0,180.0,0.0,0.0
54350,3.119986,0.0,0.0,0.0,3.0,180.0,0.0,0.0
54351,3.154264,0.0,0.0,0.0,3.0,180.0,0.0,0.0
54354,3.082746,0.0,0.0,0.0,3.0,180.0,0.0,0.0
54356,0.052224,45.0,45.0,0.0,1.0,73.0,1.0,73.0
54357,3.088749,0.0,0.0,0.0,3.0,180.0,0.0,0.0
54358,3.156737,0.0,0.0,0.0,3.0,180.0,0.0,0.0
54363,3.10601,0.0,0.0,0.0,3.0,180.0,0.0,0.0
54365,3.144688,0.0,0.0,0.0,3.0,180.0,0.0,0.0
54366,3.137973,0.0,0.0,0.0,3.0,180.0,0.0,0.0
54367,3.133758,0.0,0.0,0.0,3.0,180.0,0.0,0.0
54369,3.092273,0.0,0.0,0.0,3.0,180.0,0.0,0.0
54371,3.101039,0.0,0.0,0.0,3.0,180.0,0.0,0.0
54374,3.089472,0.0,0.0,0.0,3.0,180.0,0.0,0.0
54375,0.192012,48.0,48.0,0.0,1.0,76.0,1.0,76.0
54376,3.151455,0.0,0.0,0.0,3.0,180.0,0.0,0.0
54378,3.14825,0.0,0.0,0.0,3.0,180.0,0.0,0.0
54379,7.000000000000001e-06,0.0,0.0,0.0,0.0,0.0,2.0,80.0
54380,0.061961,67.0,49.0,0.0,1.0,95.0,1.0,77.0
54381,3.127715,0.0,0.0,0.0,3.0,180.0,0.0,0.0
54382,0.017985,48.0,48.0,0.0,1.0,76.0,1.0,76.0
54383,3.084976,0.0,0.0,0.0,3.0,180.0,0.0,0.0
54384,3.158507,0.0,0.0,0.0,3.0,180.0,0.0,0.0
54385,3.131231,0.0,0.0,0.0,3.0,180.0,0.0,0.0
54386,0.00944,36.0,68.0,0.0,1.0,64.0,1.0,96.0
54390,3.135951,0.0,0.0,0.0,3.0,180.0,0.0,0.0
54392,3.158476,0.0,0.0,0.0,3.0,180.0,0.0,0.0
54393,3.093251,0.0,0.0,0.0,3.0,180.0,0.0,0.0
54395,3.080775,0.0,0.0,0.0,3.0,180.0,0.0,0.0
54396,34.996804,318.0,0.0,0.0,3.0,402.0,0.0,0.0
54397,3.090727,0.0,0.0,0.0,3.0,180.0,0.0,0.0
54401,0.003487,29.0,45.0,0.0,1.0,57.0,1.0,73.0
54402,3.140199,0.0,0.0,0.0,3.0,180.0,0.0,0.0
54404,3.135173,0.0,0.0,0.0,3.0,180.0,0.0,0.0
54407,3.113516,0.0,0.0,0.0,3.0,180.0,0.0,0.0
54409,3.12724,0.0,0.0,0.0,3.0,180.0,0.0,0.0
54411,0.033968,45.0,45.0,0.0,1.0,73.0,1.0,73.0
54412,3.083713,0.0,0.0,0.0,3.0,180.0,0.0,0.0
54414,3.112522,0.0,0.0,0.0,3.0,180.0,0.0,0.0
54415,3.144462,0.0,0.0,0.0,3.0,180.0,0.0,0.0
54417,32.99543,318.0,0.0,0.0,3.0,402.0,0.0,0.0
54420,3.104694,0.0,0.0,0.0,3.0,180.0,0.0,0.0
54421,10.070005,288.0,240.0,0.0,6.0,456.0,5.0,380.0
54422,3.095214,0.0,0.0,0.0,3.0,180.0,0.0,0.0
54423,3.151238,0.0,0.0,0.0,3.0,180.0,0.0,0.0
54424,1.060677,67.0,233.0,0.0,7.0,451.0,7.0,605.0
54426,3.114959,0.0,0.0,0.0,3.0,180.0,0.0,0.0
54427,3.099523,0.0,0.0,0.0,3.0,180.0,0.0,0.0
54428,3.08925,0.0,0.0,0.0,3.0,180.0,0.0,0.0
54429,3.129963,0.0,0.0,0.0,3.0,180.0,0.0,0.0
54430,3.160455,0.0,0.0,0.0,3.0,180.0,0.0,0.0
54432,3.123988,0.0,0.0,0.0,3.0,180.0,0.0,0.0
54433,3.106786,0.0,0.0,0.0,3.0,180.0,0.0,0.0
54435,3.128222,0.0,0.0,0.0,3.0,180.0,0.0,0.0
54438,3.130233,0.0,0.0,0.0,3.0,180.0,0.0,0.0
54440,0.382281,0.0,0.0,0.0,1.0,40.0,1.0,40.0
54442,3.088047,0.0,0.0,0.0,3.0,180.0,0.0,0.0
54443,3.087258,0.0,0.0,0.0,3.0,180.0,0.0,0.0
54446,3.103233,0.0,0.0,0.0,3.0,180.0,0.0,0.0
54447,0.236575,135.0,238.0,0.0,4.0,315.0,4.0,406.0
54449,7.005739,804.0,0.0,0.0,4.0,916.0,0.0,0.0
54450,3.091498,0.0,0.0,0.0,3.0,180.0,0.0,0.0
54451,3.101447,0.0,0.0,0.0,3.0,180.0,0.0,0.0
54452,3.098761,0.0,0.0,0.0,3.0,180.0,0.0,0.0
54458,3.156941,0.0,0.0,0.0,3.0,180.0,0.0,0.0
54459,3.156475,0.0,0.0,0.0,3.0,180.0,0.0,0.0
54460,3.088208,0.0,0.0,0.0,3.0,180.0,0.0,0.0
54464,3.138224,0.0,0.0,0.0,3.0,180.0,0.0,0.0
54466,3.151687,0.0,0.0,0.0,3.0,180.0,0.0,0.0
54468,3.093708,0.0,0.0,0.0,3.0,180.0,0.0,0.0
54469,3.148241,0.0,0.0,0.0,3.0,180.0,0.0,0.0
54473,0.375787,0.0,0.0,0.0,2.0,80.0,2.0,80.0
54474,0.299847,48.0,48.0,0.0,1.0,76.0,1.0,76.0
54475,5.004906,78.0,0.0,0.0,2.0,134.0,0.0,0.0
54477,3.114218,0.0,0.0,0.0,3.0,180.0,0.0,0.0
54478,3.117206,0.0,0.0,0.0,3.0,180.0,0.0,0.0
54486,0.042469,48.0,48.0,0.0,1.0,76.0,1.0,76.0
54487,0.022238,48.0,48.0,0.0,1.0,76.0,1.0,76.0
54490,3.097489,0.0,0.0,0.0,3.0,180.0,0.0,0.0
54491,1.09613,67.0,233.0,0.0,8.0,503.0,7.0,605.0
54494,3.14223,0.0,0.0,0.0,3.0,180.0,0.0,0.0
54495,3.081771,0.0,0.0,0.0,3.0,180.0,0.0,0.0
54496,0.000751,45.0,45.0,0.0,1.0,73.0,1.0,73.0
54498,3.099496,0.0,0.0,0.0,3.0,180.0,0.0,0.0
54500,3.152989,0.0,0.0,0.0,3.0,180.0,0.0,0.0
54501,226.832949,1657.0,0.0,0.0,16.0,2105.0,0.0,0.0
54503,3.131686,0.0,0.0,0.0,3.0,180.0,0.0,0.0
54504,3.126483,0.0,0.0,0.0,3.0,180.0,0.0,0.0
54505,3.08527,0.0,0.0,0.0,3.0,180.0,0.0,0.0
54506,3.124231,0.0,0.0,0.0,3.0,180.0,0.0,0.0
54507,0.015006,45.0,45.0,0.0,1.0,73.0,1.0,73.0
54510,3.151742,0.0,0.0,0.0,3.0,180.0,0.0,0.0
54512,3.146987,0.0,0.0,0.0,3.0,180.0,0.0,0.0
54514,3.134276,0.0,0.0,0.0,3.0,180.0,0.0,0.0
54519,0.007485,96.0,96.0,0.0,2.0,152.0,2.0,152.0
54520,3.107257,0.0,0.0,0.0,3.0,180.0,0.0,0.0
54522,3.149682,0.0,0.0,0.0,3.0,180.0,0.0,0.0
54523,3.093731,0.0,0.0,0.0,3.0,180.0,0.0,0.0
54525,3.12651,0.0,0.0,0.0,3.0,180.0,0.0,0.0
54527,0.026985,45.0,45.0,0.0,1.0,73.0,1.0,73.0
54528,3.137215,0.0,0.0,0.0,3.0,180.0,0.0,0.0
54530,3.097271,0.0,0.0,0.0,3.0,180.0,0.0,0.0
54531,0.0024879999999999,96.0,96.0,0.0,2.0,152.0,2.0,152.0
54532,0.004482,96.0,96.0,0.0,2.0,152.0,2.0,152.0
54534,3.112007,0.0,0.0,0.0,3.0,180.0,0.0,0.0
54535,3.114011,0.0,0.0,0.0,3.0,180.0,0.0,0.0
54536,3.121741,0.0,0.0,0.0,3.0,180.0,0.0,0.0
54545,3.118249,0.0,0.0,0.0,3.0,180.0,0.0,0.0
54547,3.11303,0.0,0.0,0.0,3.0,180.0,0.0,0.0
54550,3.083484,0.0,0.0,0.0,3.0,180.0,0.0,0.0
54552,3.144212,0.0,0.0,0.0,3.0,180.0,0.0,0.0
54553,5.004889,78.0,0.0,0.0,2.0,134.0,0.0,0.0
54554,23.219273,318.0,317.0,0.0,3.0,402.0,1.0,345.0
54555,3.09922,0.0,0.0,0.0,3.0,180.0,0.0,0.0
54556,3.099212,0.0,0.0,0.0,3.0,180.0,0.0,0.0
54557,5.000897,78.0,0.0,0.0,2.0,134.0,0.0,0.0
54559,3.081271,0.0,0.0,0.0,3.0,180.0,0.0,0.0
54562,3.096039,0.0,0.0,0.0,3.0,180.0,0.0,0.0
54564,3.105997,0.0,0.0,0.0,3.0,180.0,0.0,0.0
54565,3.118494,0.0,0.0,0.0,3.0,180.0,0.0,0.0
54566,3.157463,0.0,0.0,0.0,3.0,180.0,0.0,0.0
54567,3.131476,0.0,0.0,0.0,3.0,180.0,0.0,0.0
54570,0.01374,48.0,48.0,0.0,1.0,76.0,1.0,76.0
54571,3.153466,0.0,0.0,0.0,3.0,180.0,0.0,0.0
54572,3.13625,0.0,0.0,0.0,3.0,180.0,0.0,0.0
54573,0.0,0.0,0.0,0.0,1.0,166.0,0.0,0.0
54574,3.134263,0.0,0.0,0.0,3.0,180.0,0.0,0.0
54577,3.141178,0.0,0.0,0.0,3.0,180.0,0.0,0.0
54579,3.146508,0.0,0.0,0.0,3.0,180.0,0.0,0.0
54580,3.102016,0.0,0.0,0.0,3.0,180.0,0.0,0.0
54581,3.118016,0.0,0.0,0.0,3.0,180.0,0.0,0.0
54584,3.132726,0.0,0.0,0.0,3.0,180.0,0.0,0.0
54585,0.008478,48.0,48.0,0.0,1.0,76.0,1.0,76.0
54586,3.144737,0.0,0.0,0.0,3.0,180.0,0.0,0.0
54587,0.005743,90.0,90.0,0.0,2.0,146.0,2.0,146.0
54588,3.097753,0.0,0.0,0.0,3.0,180.0,0.0,0.0
54591,0.056719,48.0,48.0,0.0,1.0,76.0,1.0,76.0
54592,3.095746,0.0,0.0,0.0,3.0,180.0,0.0,0.0
